Tissue_cell_type_name	Developmental_stage	Organ_system	Tissue	Specific_cell_type	General_cell_type	Cell_Ontology_ID	General_tissue_name	Uber_anatomy_ontology_ID	input_list_raw_p	input_list_permutated_p	input_list_rank_p	input_list_combined_p	input_list_combined_log10p
AdultBoneMarrow_Antigen presenting cell (RPS high)	Adult	Lymphatic system	AdultBoneMarrow	Antigen presenting cell (RPS high)	Professional antigen presenting cell	CL:0000145	Bone marrow	UBERON:0002371	0.0317370057242029	0.267058416829683	0.293726937269373	0.278108574341725	0.555785621233314
TS_Lung_macrophage	Adult	Respiratory system	TS_Lung	macrophage	Macrophage	CL:0000235	Lung	UBERON:0002048	0.000414219497997973	0.553057438299132	0.142435424354244	0.278954772901659	0.554466203434039
TS_Mammary_basal cell	Adult	Endocrine system	TS_Mammary	basal cell	Basal cell	CL:0000646	Mammary gland	UBERON:0001911	0.00510562013900288	0.371909659868044	0.212915129151292	0.279996147233247	0.552847944539398
AdultStomach_Fibroblast	Adult	Digestive system	AdultStomach	Fibroblast	Fibroblast	CL:0000057	Stomach	UBERON:0000945	0.0889112824632556	0.210195517000101	0.378966789667897	0.281191534571922	0.55099775813316
TS_Spleen_macrophage	Adult	Lymphatic system	TS_Spleen	macrophage	Macrophage	CL:0000235	Spleen	UBERON:0002106	0.000416016204729129	0.544799170332553	0.146494464944649	0.281578336468363	0.550400761156914
AdultAdipose_Fibroblast	Adult	Integumentary system	AdultAdipose	Fibroblast	Fibroblast	CL:0000057	Adipose tissue	UBERON:0001013	0.11047734219263	0.198609290300721	0.402214022140221	0.281763811414726	0.550114786642314
VentoTormo_2018_decidua_decidual stromal cell (dS1)	Maternal-Fetal	Reproductive system	VentoTormo_2018_decidua	decidual stromal cell (dS1)	Stromal cell	CL:0000499	Decidua	UBERON:0002450	0.00308615859038595	0.412420367405593	0.194833948339483	0.282950327903369	0.548289798436406
AdultFallopiantube_Dendritic cell	Adult	Reproductive system	AdultFallopiantube	Dendritic cell	Dendritic cell	CL:0000451	Fallopian tube	UBERON:0003889	0.0627487697520307	0.238503709184047	0.339483394833948	0.284497486806635	0.545921565721744
Lake_2017_CerebellarHemisphere_Oli	Adult	Nervous system	Lake_2017_CerebellarHemisphere	Oli	Oligodendrocyte	CL:0000128	Cerebellar hemisphere	UBERON:0002245	0.0269467168152947	0.288135488804087	0.284132841328413	0.286756601342752	0.542486575540973
TS_Salivary_Gland_myoepithelial cell	Adult	Digestive system	TS_Salivary_Gland	myoepithelial cell	Epithelial cell	CL:0000066	Saliva-secreting gland	UBERON:0001044	0.00311600319355477	0.415666154317831	0.197047970479705	0.286850233954348	0.54234479157188
AdultPeripheralBlood_Monocyte	Adult	Lymphatic system	AdultPeripheralBlood	Monocyte	Monocyte	CL:0000576	Blood	UBERON:0000178	0.0399595887659706	0.26644212817546	0.309225092250922	0.288060909646043	0.540515672218901
Fetal_HCA_Intestine_Chromaffin cells	Fetal	Digestive system	Fetal_HCA_Intestine	Chromaffin cells	Neuron	CL:0000540	Intestine	UBERON:0000160	0.0487196899929845	0.25732105609297	0.32029520295203	0.288131070953886	0.540409906536573
AdultLung_Stromal cell	Adult	Respiratory system	AdultLung	Stromal cell	Stromal cell	CL:0000499	Lung	UBERON:0002048	0.0749125628362399	0.228519832985645	0.360885608856089	0.288257897056492	0.540218786024318
TS_Small_Intestine_intestinal tuft cell	Adult	Digestive system	TS_Small_Intestine	intestinal tuft cell	Intestinal tuft cell	CL:0019032	Small intestine	UBERON:0002108	0.00290307719678307	0.429881879275226	0.192619926199262	0.289091400085461	0.538964827564837
Fetal_HCA_Lung_Stromal cells	Fetal	Respiratory system	Fetal_HCA_Lung	Stromal cells	Stromal cell	CL:0000499	Lung	UBERON:0002048	0.0269285789158919	0.294380547166873	0.283394833948339	0.290638920894459	0.536646227622812
FetalHeart_Endothelial cell	Fetal	Cardiovascular system	FetalHeart	Endothelial cell	Endothelial cell	CL:0000115	Heart	UBERON:0000948	0.0436095948148089	0.266647557726868	0.318081180811808	0.294079002602351	0.531535983243622
Madissoon_2020_oesophagus_Endothelia_vascular_arterial	Adult	Digestive system	Madissoon_2020_oesophagus	Endothelia_vascular_arterial	Endothelial cell	CL:0000115	Esophagus	UBERON:0001043	0.0255298786447358	0.301858182838104	0.281549815498155	0.294504545007452	0.530907998478152
TS_Lymph_Node_neutrophil	Adult	Lymphatic system	TS_Lymph_Node	neutrophil	Neutrophil	CL:0000775	Lymph node	UBERON:0000029	0.00271381108302922	0.453136504494549	0.188191881918819	0.295215268554233	0.529861184527289
AdultOmentum_Epithelial cell	Adult	Integumentary system	AdultOmentum	Epithelial cell	Epithelial cell	CL:0000066	Omentum	UBERON:0003688	0.0628198381964368	0.25099382590962	0.34169741697417	0.296413615638013	0.528101851095394
AdultCerebellum_Endothelial cell (APC)	Adult	Nervous system	AdultCerebellum	Endothelial cell (APC)	Endothelial cell	CL:0000115	Cerebellum	UBERON:0002037	0.056430015423597	0.257074540631281	0.334686346863469	0.29708959182982	0.527112562905373
AdultLung_Macrophage	Adult	Respiratory system	AdultLung	Macrophage	Macrophage	CL:0000235	Lung	UBERON:0002048	0.0749125628362399	0.239366513299959	0.360885608856089	0.297934167459672	0.525879688499286
CordBlood_Erythroid progenitor cell (RP high)	Neonatal	Reproductive system	CordBlood	Erythroid progenitor cell (RP high)	Erythroid progenitor cell	CL:0000038	Umbilical cord blood	UBERON:0012168	0.0997500014206476	0.22231586053314	0.390036900369004	0.298735480108122	0.524713194201683
FetalSpinalCord_Fetal chondrocyte	Fetal	Nervous system	FetalSpinalCord	Fetal chondrocyte	Chondrocyte	CL:0000138	Spinal cord	UBERON:0002240	0.0873918687087989	0.233203626757735	0.376014760147601	0.30111799464014	0.521263290520443
AdultRectum_Stromal cell	Adult	Digestive system	AdultRectum	Stromal cell	Stromal cell	CL:0000499	Rectum	UBERON:0001052	0.0938981901491497	0.230533042589438	0.383025830258303	0.302605706700344	0.519122886077869
TS_Salivary_Gland_endothelial cell	Adult	Digestive system	TS_Salivary_Gland	endothelial cell	Endothelial cell	CL:0000115	Saliva-secreting gland	UBERON:0001044	0.00122258662192386	0.515381658571006	0.175276752767528	0.307519757937728	0.512126975863625
TS_Salivary_Gland_salivary gland cell	Adult	Digestive system	TS_Salivary_Gland	salivary gland cell	Salivary gland cell	CL:0009005	Saliva-secreting gland	UBERON:0001044	0.00122258662192386	0.520147624163659	0.175276752767528	0.309524317599663	0.509305225207752
Lake_2017_VisualCortex_Oli	Adult	Nervous system	Lake_2017_VisualCortex	Oli	Oligodendrocyte	CL:0000128	Visual cortex	UBERON:0000411	0.0423618903091591	0.297133303155733	0.313284132841328	0.31409644022957	0.502936985592629
Fetal_HCA_Thymus_Stromal cells	Fetal	Lymphatic system	Fetal_HCA_Thymus	Stromal cells	Stromal cell	CL:0000499	Thymus	UBERON:0002370	0.103517535327583	0.236161812298002	0.397785977859779	0.316121792914749	0.500145563583459
CordBlood_Antigen presenting cell (RPS high)	Neonatal	Reproductive system	CordBlood	Antigen presenting cell (RPS high)	Professional antigen presenting cell	CL:0000145	Umbilical cord blood	UBERON:0012168	0.0997500014206476	0.241215379262626	0.390036900369004	0.316455261200838	0.499687679602333
FetalSpinalCord_Monocyte	Fetal	Nervous system	FetalSpinalCord	Monocyte	Monocyte	CL:0000576	Spinal cord	UBERON:0002240	0.0873918687087989	0.251856630025531	0.376014760147601	0.31791607610815	0.497687510498146
AdultEpityphlon_Dendritic cell	Adult	Digestive system	AdultEpityphlon	Dendritic cell	Dendritic cell	CL:0000451	Caecum	UBERON:0001153	0.0849310733794843	0.25649933788734	0.373431734317343	0.32046298958114	0.494222120119615
TS_Pancreas_pancreatic stellate cell	Adult	Digestive system	TS_Pancreas	pancreatic stellate cell	Pancreatic stellate cell	CL:0002410	Pancreas	UBERON:0001264	0.00113536995568315	0.562548283574156	0.170479704797048	0.320739874024386	0.493847045708298
TS_Bone_Marrow_erythroid progenitor	Adult	Lymphatic system	TS_Bone_Marrow	erythroid progenitor	Erythroid progenitor cell	CL:0000038	Bone marrow	UBERON:0002371	0.00105068418823052	0.592623169900207	0.164944649446494	0.325052237193954	0.488046840553141
TS_Bone_Marrow_granulocyte	Adult	Lymphatic system	TS_Bone_Marrow	granulocyte	Granulocyte	CL:0000094	Bone marrow	UBERON:0002371	0.00105068418823052	0.593321630374992	0.164944649446494	0.325320065729545	0.487689148624515
AdultOmentum_Endothelial cell (APC)	Adult	Integumentary system	AdultOmentum	Endothelial cell (APC)	Endothelial cell	CL:0000115	Omentum	UBERON:0003688	0.0628198381964368	0.288916121099435	0.34169741697417	0.327307354748176	0.485044235783772
Fetal_HCA_Kidney_Stromal cells	Fetal	Urinary system	Fetal_HCA_Kidney	Stromal cells	Stromal cell	CL:0000499	Kidney	UBERON:0002113	0.016022208868965	0.376429109999008	0.26309963099631	0.3280396125745	0.484073709691468
Madissoon_2020_oesophagus_Epi_basal	Adult	Digestive system	Madissoon_2020_oesophagus	Epi_basal	Basal cell	CL:0000646	Esophagus	UBERON:0001043	0.0255298786447358	0.357529591269523	0.281549815498155	0.33178153071387	0.479147793514498
AdultProstate_Basal cell	Adult	Reproductive system	AdultProstate	Basal cell	Basal cell	CL:0000646	Prostate gland	UBERON:0002367	0.126835000829009	0.241092121531781	0.421771217712177	0.334125888648867	0.476089873174318
TS_Uterus_endothelial cell of lymphatic vessel	Adult	Reproductive system	TS_Uterus	endothelial cell of lymphatic vessel	Endothelial cell	CL:0000115	Uterus	UBERON:0000995	0.00270587756242122	0.546442606743812	0.186715867158672	0.334911161120296	0.475070379088418
TS_Tongue_endothelial cell of artery	Adult	Digestive system	TS_Tongue	endothelial cell of artery	Endothelial cell	CL:0000115	Tongue	UBERON:0001723	0.00311590444679809	0.526557026167571	0.196309963099631	0.337958410949722	0.471136740569514
TS_Blood_classical monocyte	Adult	Lymphatic system	TS_Blood	classical monocyte	Monocyte	CL:0000576	Blood	UBERON:0000178	0.0011313415402356	0.608975362192239	0.169741697416974	0.33795868620476	0.471136386852336
Lake_2017_FrontalCortex_In6b	Adult	Nervous system	Lake_2017_FrontalCortex	In6b	Inhibitory neuron	CL:0008029	Frontal cortex	UBERON:0001870	0.0228838377688058	0.374580244036341	0.276014760147601	0.338006716029963	0.471074670415316
Madissoon_2020_lung_Blood_vessel	Adult	Respiratory system	Madissoon_2020_lung	Blood_vessel	Endothelial cell	CL:0000115	Lung	UBERON:0002048	0.0246095539206492	0.370635996649318	0.278966789667897	0.338019101242041	0.471058757327011
TS_Skin_cd1c-positive myeloid dendritic cell	Adult	Integumentary system	TS_Skin	cd1c-positive myeloid dendritic cell	Myeloid cell	CL:0000763	Skin of body	UBERON:0002097	0.01498259581328	0.409667611416733	0.255350553505535	0.3407661691696	0.467543527967149
TS_Bone_Marrow_nampt neutrophil	Adult	Lymphatic system	TS_Bone_Marrow	nampt neutrophil	Neutrophil	CL:0000775	Bone marrow	UBERON:0002371	0.00659476566552092	0.472611225967975	0.222140221402214	0.341616828657213	0.466460743331553
TS_Trachea_macrophage	Adult	Respiratory system	TS_Trachea	macrophage	Macrophage	CL:0000235	Trachea	UBERON:0003126	0.0028961411045366	0.556262139301088	0.190405904059041	0.343708051659146	0.463810294018785
TS_Spleen_cd141-positive myeloid dendritic cell	Adult	Lymphatic system	TS_Spleen	cd141-positive myeloid dendritic cell	Dendritic cell	CL:0000451	Spleen	UBERON:0002106	0.00291224135752368	0.55133183006731	0.19409594095941	0.346162317346093	0.46072021046229
FetalPancreas_Fetal mesenchymal progenitor	Fetal	Digestive system	FetalPancreas	Fetal mesenchymal progenitor	Mesenchymal stem cell	CL:0000134	Pancreas	UBERON:0001264	0.0489118897900101	0.333412161934288	0.323247232472325	0.34786541437897	0.458588747714099
FetalHeart_Ventricle cardiomyocyte	Fetal	Cardiovascular system	FetalHeart	Ventricle cardiomyocyte	Fetal cardiomyocyte	CL:0002495	Heart	UBERON:0000948	0.10007935893503	0.272687186538247	0.396309963099631	0.348520162285068	0.457772092412859
TS_Fat_endothelial cell	Adult	Integumentary system	TS_Fat	endothelial cell	Endothelial cell	CL:0000115	Perirenal fat	UBERON:0005406	0.002711888959525	0.577791156288589	0.187453874538745	0.349055098183651	0.457106014449286
AdultIleum_Macrophage	Adult	Digestive system	AdultIleum	Macrophage	Macrophage	CL:0000235	Ileum	UBERON:0002116	0.0852438816546119	0.290189784318161	0.374538745387454	0.349894926061746	0.456062355314643
Fetal_HCA_Kidney_Vascular endothelial cells	Fetal	Urinary system	Fetal_HCA_Kidney	Vascular endothelial cells	Endothelial cell	CL:0000115	Kidney	UBERON:0002113	0.016022208868965	0.416159185241209	0.26309963099631	0.351676283726236	0.453856918558573
AdultEsophagus_Mast cell	Adult	Digestive system	AdultEsophagus	Mast cell	Mast cell	CL:0000097	Esophagus	UBERON:0001043	0.0998264929613161	0.283164093660027	0.391512915129151	0.354700422019544	0.450138294807871
Madissoon_2020_spleen_CD34_progenitor	Adult	Lymphatic system	Madissoon_2020_spleen	CD34_progenitor	Hematopoietic stem cell	CL:0000037	Spleen	UBERON:0002106	0.0488480680356051	0.347627886891684	0.321771217712177	0.356882792639431	0.447474391360394
FetalLung_Fetal stromal cell	Fetal	Respiratory system	FetalLung	Fetal stromal cell	Stromal cell	CL:0000499	Lung	UBERON:0002048	0.112157223451932	0.277905097143996	0.403690036900369	0.357607087768319	0.446593882079238
TS_Lung_lung ciliated cell	Adult	Respiratory system	TS_Lung	lung ciliated cell	Ciliated cell	CL:0000064	Lung	UBERON:0002048	0.00699641847202283	0.501124847703329	0.22619926199262	0.360152973141058	0.443512995677169
TS_Eye_limbal stem cell	Adult	Sensory system	TS_Eye	limbal stem cell	Stem cell	CL:0000034	Eye	UBERON:0000970	0.00311239527468024	0.579968709533508	0.195571955719557	0.360308719091454	0.443325228281293
AdultEsophagus_Endothelial cell (APC)	Adult	Digestive system	AdultEsophagus	Endothelial cell (APC)	Endothelial cell	CL:0000115	Esophagus	UBERON:0001043	0.0488192706596032	0.354900093011507	0.321033210332103	0.361415692523171	0.441992994474971
Lake_2017_FrontalCortex_In1a	Adult	Nervous system	Lake_2017_FrontalCortex	In1a	Excitatory neuron	CL:0008030	Frontal cortex	UBERON:0001870	0.0489530167136041	0.349969783777729	0.326568265682657	0.362184747540606	0.441069842808337
AdultEsophagus_Endothelial cell	Adult	Digestive system	AdultEsophagus	Endothelial cell	Endothelial cell	CL:0000115	Esophagus	UBERON:0001043	0.0998264929613161	0.291956478460265	0.391512915129151	0.362218814558876	0.441028995085232
Braga_2020_lung_Endothelium	Adult	Respiratory system	Braga_2020_lung	Endothelium	Endothelial cell	CL:0000115	Lung	UBERON:0002048	0.0937765573214751	0.299023255028682	0.382287822878229	0.362236636405405	0.44100762750605
FetalPancreas_Endothelial cell	Fetal	Digestive system	FetalPancreas	Endothelial cell	Endothelial cell	CL:0000115	Pancreas	UBERON:0001264	0.0489118897900101	0.354242718447004	0.323247232472325	0.36265945248169	0.440500998452783
FetalFemaleGonad_Fetal fibroblast	Fetal	Reproductive system	FetalFemaleGonad	Fetal fibroblast	Fibroblast	CL:0000057	Immature gonad	UBERON:2005272	0.0937155025585865	0.301241894183882	0.381549815498155	0.36359225777626	0.439385373087162
TS_Spleen_neutrophil	Adult	Lymphatic system	TS_Spleen	neutrophil	Neutrophil	CL:0000775	Spleen	UBERON:0002106	0.00701800822469272	0.504206290974441	0.228782287822878	0.36448861012736	0.438316038364178
AdultLung_Endothelial cell (APC)	Adult	Respiratory system	AdultLung	Endothelial cell (APC)	Endothelial cell	CL:0000115	Lung	UBERON:0002048	0.0361994665880679	0.377333000025201	0.306273062730627	0.364949444248048	0.43776729336489
TS_Lung_lung microvascular endothelial cell	Adult	Respiratory system	TS_Lung	lung microvascular endothelial cell	Endothelial cell	CL:0000115	Lung	UBERON:0002048	0.00699641847202283	0.515176229019599	0.22619926199262	0.367028985771542	0.435299636392204
AdultKidney_Endothelial cell (APC)	Adult	Urinary system	AdultKidney	Endothelial cell (APC)	Endothelial cell	CL:0000115	Kidney	UBERON:0002113	0.0298814376540964	0.404655130362391	0.290036900369004	0.368815413735165	0.433190936966987
FetalLung_Endothelial cell	Fetal	Respiratory system	FetalLung	Endothelial cell	Endothelial cell	CL:0000115	Lung	UBERON:0002048	0.0534888640864956	0.354612491639537	0.3309963099631	0.368837923034228	0.433164432201428
TS_Mammary_fibroblast of breast	Adult	Endocrine system	TS_Mammary	fibroblast of breast	Fibroblast	CL:0000057	Mammary gland	UBERON:0001911	0.00510562013900288	0.55161943143928	0.212915129151292	0.368993643433207	0.432981115265493
Fetal_HCA_Cerebellum_10k_Oligodendrocytes	Fetal	Nervous system	Fetal_HCA_Cerebellum_10k	Oligodendrocytes	Oligodendrocyte	CL:0000128	Cerebellum	UBERON:0002037	0.0506775030908111	0.359707144514442	0.329151291512915	0.371024372787552	0.43059756041334
TS_Small_Intestine_neutrophil	Adult	Digestive system	TS_Small_Intestine	neutrophil	Neutrophil	CL:0000775	Small intestine	UBERON:0002108	0.00699888768517864	0.523064723793645	0.227306273062731	0.372085531361013	0.429357217299728
TS_Trachea_ciliated cell	Adult	Respiratory system	TS_Trachea	ciliated cell	Ciliated cell	CL:0000064	Trachea	UBERON:0003126	0.0157766187472779	0.460983913358314	0.257933579335793	0.372101157143217	0.429338979427183
TS_Lymph_Node_mast cell	Adult	Lymphatic system	TS_Lymph_Node	mast cell	Mast cell	CL:0000097	Lymph node	UBERON:0000029	0.0149783527310652	0.468379377208982	0.254612546125461	0.372850275791357	0.428465531332562
AdultOmentum_Neutrophil	Adult	Integumentary system	AdultOmentum	Neutrophil	Neutrophil	CL:0000775	Omentum	UBERON:0003688	0.0628198381964368	0.35112018926561	0.34169741697417	0.374382562860769	0.426684387043177
AdultDuodenum_Endothelial cell (APC)	Adult	Digestive system	AdultDuodenum	Endothelial cell (APC)	Endothelial cell	CL:0000115	Duodenum	UBERON:0002114	0.108251959301562	0.300379090067971	0.4	0.374753036917375	0.426254839037084
TS_Thymus_capillary endothelial cell	Adult	Lymphatic system	TS_Thymus	capillary endothelial cell	Capillary endothelial cell	CL:0002144	Thymus	UBERON:0002370	0.00659499770877461	0.539786689278211	0.223616236162362	0.375924486572313	0.424899384749388
AdultTemporalLobe_Macrophage	Adult	Nervous system	AdultTemporalLobe	Macrophage	Macrophage	CL:0000235	Temporal lobe	UBERON:0001871	0.0692088737560825	0.34006807939989	0.354981549815498	0.375951605423263	0.424868056269991
Fetal_HCA_Pancreas_Islet endocrine cells	Fetal	Digestive system	Fetal_HCA_Pancreas	Islet endocrine cells	Endocrine cell	CL:0000163	Pancreas	UBERON:0001264	0.0489457612209571	0.372238347150296	0.324723247232472	0.376282499487352	0.42448597980082
FetalMaleGonad_Immature sertoli cell (Pre-Sertoli cell)	Fetal	Reproductive system	FetalMaleGonad	Immature sertoli cell (Pre-Sertoli cell)	Sertoli cell	CL:0000216	Immature gonad	UBERON:2005272	0.0486866102218168	0.37897643643646	0.319557195571956	0.376768698729002	0.423925184790882
AdultLung_Monocyte	Adult	Respiratory system	AdultLung	Monocyte	Monocyte	CL:0000576	Lung	UBERON:0002048	0.141947159888353	0.285505990546072	0.428782287822878	0.379538237616161	0.42074446338077
